	zip_code	y-2016	latitude	longitude
1468	95633	3610	38.8665	-120.8567
1469	95634	3206	38.9185	-120.7599
1470	95635	861	38.9143	-120.9001
1471	95636	846	38.6489	-120.5098
1472	95637	349	38.8407	-122.2036
1473	95638	2238	38.3119	-121.1729
1474	95639	333	38.3702	-121.5143
1475	95640	10509	38.3324	-120.9418
1476	95641	1843	38.157	-121.6066
1477	95642	6912	38.3545	-120.7573
1478	95645	2091	38.8517	-121.7334
1479	95646	64	38.6918	-120.0736
1480	95648	50341	38.8942	-121.2908
1481	95650	13157	38.8071	-121.1698
1482	95651	614	38.8278	-120.9238
1483	95652	966	38.6621	-121.3955
1484	95653	657	38.6802	-121.9721
1485	95655	4205	38.5579	-121.291
1486	95658	6709	38.8763	-121.143
1487	95659	788	38.8657	-121.557
1488	95660	34303	38.6707	-121.3781
1489	95661	31034	38.7346	-121.234
1490	95662	32441	38.6845	-121.2256
1491	95663	2443	38.8567	-121.1791
1492	95664	1357	38.8135	-121.0308
1493	95665	4901	38.4049	-120.6544
1494	95666	5170	38.4319	-120.5719
1495	95667	36859	38.7195	-120.8046
1496	95668	794	38.8115	-121.4982
1497	95669	2493	38.4916	-120.8819
1498	95670	54277	38.6072	-121.2761
1499	95672	5010	38.7194	-120.9945
1500	95673	15140	38.6895	-121.4479
1501	95674	891	38.967	-121.4773
1502	95675	574	38.5463	-120.743
1503	95677	23906	38.7877	-121.2366
1504	95678	41953	38.7609	-121.2867
1505	95679	20	38.8953	-122.3079
1506	95680	278	38.2386	-121.5594
1507	95681	1471	38.9953	-121.368
1508	95682	30033	38.6465	-120.9641
1509	95683	6233	38.5143	-121.0964
1510	95684	3004	38.5953	-120.5949
1511	95685	4356	38.4175	-120.7951
1512	95686	1079	38.2261	-121.4236
1513	95687	66476	38.3482	-121.9538
1514	95688	36763	38.3847	-121.9887
1515	95689	1131	38.4765	-120.6017
1516	95690	2289	38.2396	-121.5443
1517	95691	36932	38.5673	-121.5516
1518	95692	5129	39.0337	-121.4235
1519	95693	6153	38.3983	-121.2303
1520	95694	9828	38.5322	-121.9676
1521	95695	39144	38.6816	-121.8052
1522	95697	430	38.7343	-121.8066
1523	95698	232	38.8204	-121.9191
1524	95699	143	38.4411	-120.8533
1525	95701	782	39.2441	-120.7531
1526	95703	829	39.0007	-120.9924
1527	95709	5096	38.747	-120.6743
1528	95713	10296	39.0783	-120.9549
1529	95714	368	39.1978	-120.8262
1530	95715	89	39.2968	-120.6727
1531	95717	166	39.171	-120.8601
1532	95720	49	38.7825	-120.2569
1533	95721	13	38.8338	-120.0416
1534	95722	4636	39.0031	-121.0292
1535	95724	0	39.318	-120.356
1536	95726	8816	38.7708	-120.5427
1537	95728	366	39.317	-120.4259
1538	95735	27	38.8092	-120.1242
1539	95736	165	39.0375	-120.9713
1540	95742	10494	38.5981	-121.2153
1541	95746	23638	38.7435	-121.1897
1542	95747	61869	38.7703	-121.3372
1543	95757	46703	38.4081	-121.4294
1544	95758	63778	38.4243	-121.437
1545	95762	40493	38.685	-121.068
1546	95765	36980	38.8136	-121.2677
1547	95776	23260	38.6808	-121.7411
1548	95811	6711	38.5762	-121.488
1549	95814	10487	38.5804	-121.4922
1550	95815	25206	38.6093	-121.4443
1551	95816	17178	38.5728	-121.4675
1552	95817	13918	38.5498	-121.4583
1553	95818	20629	38.5568	-121.4929
1554	95819	18846	38.5683	-121.4366
1555	95820	35869	38.5347	-121.4451
1556	95821	35530	38.6239	-121.3837
1557	95822	44724	38.5091	-121.4935
1558	95823	76478	38.4797	-121.4438
1559	95824	30225	38.5178	-121.4419
1560	95825	33385	38.5892	-121.4057
1561	95826	36992	38.5539	-121.3693
1562	95827	20382	38.5662	-121.3286
1563	95828	60884	38.4826	-121.4006
1564	95829	26588	38.4689	-121.344
1565	95830	953	38.4896	-121.2772
1566	95831	41859	38.4962	-121.5297
1567	95832	11313	38.4695	-121.4883
1568	95833	40029	38.6157	-121.5053
1569	95834	26560	38.6383	-121.5072
1570	95835	38847	38.6626	-121.4834
1571	95837	340	38.6817	-121.603
1572	95838	37286	38.6406	-121.444
1573	95841	19890	38.6627	-121.3406
1574	95842	32184	38.6865	-121.3494
1575	95843	47666	38.7159	-121.3648
1576	95864	23527	38.5878	-121.3769
1577	95901	32804	39.1663	-121.5105
1578	95903	1622	39.1115	-121.3604
1579	95910	134	39.4826	-120.8483
1580	95912	4693	39.0138	-122.0274
1581	95914	649	39.3885	-121.4052
1582	95915	9	40.006	-121.2491
1583	95916	1102	39.6776	-121.3689
1584	95917	3313	39.4162	-121.7189
1585	95918	2468	39.2882	-121.3303
1586	95919	1184	39.4525	-121.2612
1587	95920	320	39.4568	-121.9515
1588	95922	539	39.4518	-121.0486
1589	95923	9	39.5645	-121.5751
1590	95925	143	39.4685	-121.1936
1591	95926	38465	39.7458	-121.8444
1592	95928	36374	39.7224	-121.8113
1593	95930	155	39.5327	-121.1575
1594	95932	7651	39.2345	-122.0277
1595	95934	367	40.0673	-120.9248
1596	95935	654	39.3662	-121.2256
1597	95936	234	39.569	-120.8344
1598	95937	1400	38.887	-121.9992
1599	95938	4229	39.633	-121.7886
1600	95939	578	39.5306	-122.6124
1601	95941	586	39.521	-121.2423
1602	95942	782	39.8821	-121.6728
1603	95943	886	39.6069	-122.0384
1604	95944	41	39.5399	-120.8844
1605	95945	25712	39.2081	-121.0069
1606	95946	9694	39.2019	-121.2026
1607	95947	1770	40.1699	-120.9014
1608	95948	10751	39.3532	-121.7137
1609	95949	19575	39.1193	-121.0938
1610	95950	519	39.0744	-121.8927
1611	95951	3073	39.7386	-122.0085
1612	95953	10476	39.2601	-121.6923
1613	95954	12509	39.8912	-121.58
1614	95955	1325	39.3163	-122.1849
1615	95956	419	39.9296	-121.0608
1616	95957	837	39.052	-121.8061
1617	95959	17534	39.3017	-120.9717
1618	95960	752	39.3765	-121.0891
1619	95961	27141	39.0861	-121.5497
1620	95962	1235	39.3459	-121.2663
1621	95963	14943	39.7314	-122.2534
1622	95965	20473	39.6054	-121.5751
1623	95966	30557	39.4877	-121.4698
1624	95968	1250	39.4361	-121.5454
1625	95969	27850	39.7555	-121.6069
1626	95970	500	39.4168	-122.0519
1627	95971	5952	39.9284	-120.9698
1628	95973	35297	39.8032	-121.8673
1629	95974	65	39.4959	-121.748
1630	95975	1811	39.2286	-121.1509
1631	95977	1730	39.2076	-121.3001
1632	95978	115	39.9077	-121.5269
1633	95979	750	39.3176	-122.5393
1634	95981	96	39.687	-121.045
1635	95982	3487	39.1779	-121.7758
1636	95983	500	40.0357	-120.7353
1637	95984	39	40.0509	-121.1268
1638	95986	79	39.3569	-120.8
1639	95987	6142	39.1337	-122.2162
1640	95988	8663	39.5353	-122.2597
1641	95991	40683	39.1051	-121.6202
1642	95993	36617	39.1237	-121.6611
1643	96001	34260	40.5605	-122.4116
1644	96002	32943	40.5486	-122.3339
1645	96003	44929	40.6278	-122.353
1646	96006	389	41.2175	-120.9432
1647	96007	23354	40.4574	-122.3282
1648	96008	1483	40.7409	-122.0725
1649	96009	288	41.1315	-121.1286
1650	96010	194	40.748	-123.229
1651	96011	116	40.9749	-121.825
1652	96013	4538	40.8949	-121.655
1653	96014	146	41.3833	-122.764
1654	96015	587	41.4664	-120.9218
1655	96016	497	40.9337	-121.5677
1656	96017	160	41.1103	-122.3161
1657	96019	10121	40.6969	-122.3683
1658	96020	2438	40.2975	-121.2273
1659	96021	16322	39.9296	-122.196
1660	96022	16904	40.3691	-122.3375
1661	96023	1096	41.9194	-121.9739
1662	96024	962	40.6342	-122.9239
1663	96025	2121	41.2124	-122.2734
1664	96027	2390	41.4463	-123.01
1665	96028	1403	41.0393	-121.4606
1666	96029	200	39.9024	-122.4918
1667	96031	175	41.2191	-123.2363
1668	96032	2518	41.617	-122.8832
1669	96033	561	40.7035	-122.6229
1670	96034	220	41.5105	-122.5371
1671	96035	3398	40.043	-122.1649
1672	96037	216	41.5403	-122.9366
1673	96038	602	41.6125	-122.5258
1674	96039	1044	41.8018	-123.388
1675	96040	275	40.7677	-121.4637
1676	96041	3061	40.5504	-123.1634
1677	96044	937	41.9077	-122.5265
1678	96046	134	40.6137	-123.4488
1679	96047	799	40.4318	-122.654
1680	96048	701	40.7411	-123.0718
1681	96049	28	40.7098	-122.3116
1682	96050	387	41.8637	-122.8197
1683	96051	1264	40.9105	-122.4106
1684	96052	1417	40.746	-122.8426
1685	96054	260	41.2347	-121.2156
1686	96055	4002	40.0497	-122.0992
1687	96056	1693	41.0502	-121.3991
1688	96057	1305	41.2475	-122.1128
1689	96058	779	41.883	-121.9445
1690	96059	604	40.4331	-121.8365
1691	96061	27	40.3263	-121.5228
1692	96062	1180	40.5653	-122.1111
1693	96063	188	40.3564	-121.571
1694	96064	4881	41.7243	-122.4638
1695	96065	360	40.9124	-121.9233
1696	96067	6828	41.3174	-122.324
1697	96068	131	41.0957	-121.183
1698	96069	792	40.6863	-122.0409
1699	96071	180	40.6256	-121.4585
1700	96073	4174	40.5767	-122.2398
1701	96074	196	39.8772	-122.5814
1702	96075	304	40.3514	-121.765
1703	96076	139	40.376	-122.937
1704	96080	27564	40.1795	-122.2383
1705	96084	416	40.794	-121.9419
1706	96085	91	41.7736	-122.9882
1707	96086	304	41.8866	-123.2438
1708	96087	600	40.6109	-122.4968
1709	96088	4410	40.505	-121.8857
1710	96090	467	40.0271	-122.1233
1711	96091	561	41.0615	-122.7239
1712	96092	300	39.9272	-122.025
1713	96093	4031	40.7317	-122.9353
1714	96094	6446	41.4226	-122.3861
1715	96096	733	40.6525	-121.8771
1716	96097	9744	41.7206	-122.6376
1717	96101	5378	41.4767	-120.5456
1718	96103	1369	40.1919	-120.1746
1719	96104	576	41.4759	-120.1516
1720	96105	70	39.7977	-120.1396
1721	96106	223	39.7546	-120.5951
1722	96107	1129	38.5029	-119.4828
1723	96108	7	41.7336	-120.3741
1724	96109	741	40.0008	-120.1077
1725	96110	167	41.3163	-120.1158
1726	96111	30	39.3928	-120.0212
1727	96112	332	41.8644	-120.162
1728	96113	2100	40.1485	-120.1713
1729	96114	3387	40.2963	-120.5098
1730	96115	179	41.6682	-120.1814
1731	96116	127	41.2329	-120.5079
1732	96117	300	40.4073	-120.4092
1733	96118	1629	39.663	-120.2297
1734	96119	100	40.9766	-120.5548
1735	96120	1079	38.7713	-119.8327
1736	96121	302	40.1828	-120.3895
1737	96122	3532	39.8105	-120.4691
1738	96123	46	40.7985	-120.3652
1739	96124	385	39.6139	-120.4046
1740	96125	227	39.5936	-120.6269
1741	96126	39	39.5825	-120.3711
1742	96128	840	40.3509	-120.4068
1743	96129	132	39.7721	-120.4051
1744	96130	20812	40.3983	-120.6464
1745	96132	119	40.9509	-120.613
1746	96133	202	38.6415	-119.5122
1747	96134	2203	41.9316	-121.4347
1748	96135	172	39.8043	-120.1783
1749	96136	47	40.3406	-120.2824
1750	96137	3707	40.3038	-121.0226
1751	96140	805	39.2319	-120.0753
1752	96141	464	39.0786	-120.1734
1753	96142	766	39.0644	-120.1357
1754	96143	3737	39.2401	-120.0233
1755	96145	2399	39.1806	-120.1445
1756	96146	968	39.1752	-120.1954
1757	96148	776	39.2448	-120.0521
1758	96150	29001	38.917	-119.9865
1759	96155	0	38.8449	-120.043
1760	96161	18255	39.3385	-120.1729
